Country Code,State Code,ZIP/Postcode,City,Rate %,Tax Name,Priority,Compound,Shipping,Tax Class
US,CO,80751*,*,7.0000,STERLING,1,1,0,
US,CO,80754*,*,2.9000,STONEHAM,1,1,0,
US,CO,80755*,*,2.9000,VERNON,1,1,0,
US,CO,80757*,*,4.4000,WOODROW,1,1,0,
US,CO,80758*,*,5.4000,WRAY,1,1,0,
US,CO,80759*,*,5.9000,YUMA,1,1,0,
US,CO,80801*,*,4.4000,ANTON,1,1,0,
US,CO,80802*,*,2.9000,ARAPAHOE,1,1,0,
US,CO,80804*,*,4.9000,ARRIBA,1,1,0,
US,CO,80805*,*,2.9000,BETHUNE,1,1,0,
US,CO,80807*,*,5.9000,BURLINGTON,1,1,0,
US,CO,80808*,*,8.1300,CALHAN,1,1,0,
US,CO,80809*,*,5.1300,CASCADE,1,1,0,
US,CO,80810*,*,4.9000,CHEYENNE WELLS,1,1,0,
US,CO,80812*,*,4.4000,COPE,1,1,0,
US,CO,80813*,*,6.2000,CRIPPLE CREEK,1,1,0,
US,CO,80814*,*,3.9000,DIVIDE,1,1,0,
US,CO,80815*,*,4.4000,COPE,1,1,0,
US,CO,80816*,*,3.9000,FLORISSANT,1,1,0,
US,CO,80817*,*,7.8800,FOUNTAIN,1,1,0,
US,CO,80818*,*,4.9000,GENOA,1,1,0,
US,CO,80819*,*,8.1300,GREEN MOUNTAIN FALLS,1,1,0,
US,CO,80820*,*,3.9000,GUFFEY,1,1,0,
US,CO,80821*,*,4.9000,BOYERO,1,1,0,
US,CO,80822*,*,2.9000,JOES,1,1,0,
US,CO,80823*,*,4.9000,KARVAL,1,1,0,
US,CO,80824*,*,2.9000,KIRK,1,1,0,
US,CO,80825*,*,4.9000,KIT CARSON,1,1,0,
US,CO,80826*,*,7.6500,LIMON,1,1,0,
US,CO,80827*,*,3.9000,FLORISSANT,1,1,0,
US,CO,80828*,*,7.6500,LIMON,1,1,0,
US,CO,80829*,*,9.0300,MANITOU SPRINGS,1,1,0,
US,CO,80830*,*,3.9000,MATHESON,1,1,0,
US,CO,80831*,*,3.9000,ELBERT,1,1,0,
US,CO,80832*,*,7.6500,LIMON,1,1,0,
US,CO,80833*,*,4.9000,KARVAL,1,1,0,
US,CO,80834*,*,4.4000,COPE,1,1,0,
US,CO,80835*,*,7.1300,RAMAH,1,1,0,
US,CO,80836*,*,4.9000,STRATTON,1,1,0,
US,CO,80840*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80841*,*,5.1300,U S A F ACADEMY,1,1,0,
US,CO,80860*,*,6.9000,VICTOR,1,1,0,
US,CO,80861*,*,2.9000,VONA,1,1,0,
US,CO,80862*,*,2.9000,WILD HORSE,1,1,0,
US,CO,80863*,*,7.9900,WOODLAND PARK,1,1,0,
US,CO,80864*,*,5.1300,YODER,1,1,0,
US,CO,80866*,*,7.9900,WOODLAND PARK,1,1,0,
US,CO,80901*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80902*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80903*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80904*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80905*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80906*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80907*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80908*,*,5.1300,BLACK FOREST,1,1,0,
US,CO,80909*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80910*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80911*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80912*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80913*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80914*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80915*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80916*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80917*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80918*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80919*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80920*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80921*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80922*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80923*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80924*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80925*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80926*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80927*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80928*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80929*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80930*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80931*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80932*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80933*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80934*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80935*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80936*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80937*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80938*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80939*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80941*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80942*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80946*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80947*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80949*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80950*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80951*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80960*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80962*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80970*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80977*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80995*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,80997*,*,8.2000,COLORADO SPRINGS,1,1,0,
US,CO,81001*,*,7.6000,PUEBLO,1,1,0,
US,CO,81002*,*,7.6000,PUEBLO,1,1,0,
US,CO,81003*,*,7.6000,PUEBLO,1,1,0,
US,CO,81004*,*,7.6000,PUEBLO,1,1,0,
US,CO,81005*,*,7.6000,PUEBLO,1,1,0,
US,CO,81006*,*,7.6000,PUEBLO,1,1,0,
US,CO,81007*,*,7.6000,PUEBLO,1,1,0,
US,CO,81008*,*,7.8800,FOUNTAIN,1,1,0,
US,CO,81009*,*,7.6000,PUEBLO,1,1,0,
US,CO,81010*,*,7.6000,PUEBLO,1,1,0,
US,CO,81011*,*,7.6000,PUEBLO,1,1,0,
US,CO,81012*,*,7.6000,PUEBLO,1,1,0,
US,CO,81019*,*,3.9000,COLORADO CITY,1,1,0,
US,CO,81020*,*,7.4000,AGUILAR,1,1,0,
US,CO,81021*,*,2.9000,ARLINGTON,1,1,0,
US,CO,81022*,*,3.9000,AVONDALE,1,1,0,
US,CO,81023*,*,3.9000,BEULAH,1,1,0,
US,CO,81024*,*,4.4000,BONCARBO,1,1,0,
US,CO,81025*,*,3.9000,BOONE,1,1,0,
US,CO,81027*,*,4.4000,BRANSON,1,1,0,
US,CO,81029*,*,2.9000,CAMPO,1,1,0,
US,CO,81030*,*,3.9000,CHERAW,1,1,0,
US,CO,81033*,*,4.9000,CROWLEY,1,1,0,
US,CO,81034*,*,4.9000,CROWLEY,1,1,0,
US,CO,81036*,*,2.9000,BRANDON,1,1,0,
US,CO,81038*,*,3.9000,FORT LYON,1,1,0,
US,CO,81039*,*,3.9000,BOONE,1,1,0,
US,CO,81040*,*,5.9000,GARDNER,1,1,0,
US,CO,81041*,*,5.9000,GRANADA,1,1,0,
US,CO,81043*,*,3.9000,HARTMAN,1,1,0,
US,CO,81044*,*,3.9000,HASTY,1,1,0,
US,CO,81045*,*,2.9000,HASWELL,1,1,0,
US,CO,81046*,*,4.4000,HOEHNE,1,1,0,
US,CO,81047*,*,3.9000,BRISTOL,1,1,0,
US,CO,81049*,*,4.4000,KIM,1,1,0,
US,CO,81050*,*,7.9000,LA JUNTA,1,1,0,
US,CO,81052*,*,3.9000,HASTY,1,1,0,
US,CO,81054*,*,3.9000,FORT LYON,1,1,0,
US,CO,81055*,*,9.4000,LA VETA,1,1,0,
US,CO,81057*,*,3.9000,MC CLAVE,1,1,0,
US,CO,81058*,*,5.9000,MANZANOLA,1,1,0,
US,CO,81059*,*,6.9000,FOWLER,1,1,0,
US,CO,81062*,*,3.9000,BOONE,1,1,0,
US,CO,81063*,*,4.9000,KARVAL,1,1,0,
US,CO,81064*,*,4.4000,KIM,1,1,0,
US,CO,81067*,*,7.9000,ROCKY FORD,1,1,0,
US,CO,81069*,*,5.9000,GARDNER,1,1,0,
US,CO,81071*,*,2.9000,BRANDON,1,1,0,
US,CO,81073*,*,4.9000,SPRINGFIELD,1,1,0,
US,CO,81076*,*,2.9000,ARLINGTON,1,1,0,
US,CO,81077*,*,3.9000,SWINK,1,1,0,
US,CO,81081*,*,4.4000,TRINCHERA,1,1,0,
US,CO,81082*,*,5.4000,COKEDALE,1,1,0,
US,CO,81084*,*,5.9000,GRANADA,1,1,0,
US,CO,81087*,*,2.9000,VILAS,1,1,0,
US,CO,81089*,*,7.4000,AGUILAR,1,1,0,
US,CO,81090*,*,6.9000,HOLLY,1,1,0,
US,CO,81091*,*,4.4000,WESTON,1,1,0,
US,CO,81092*,*,4.9000,EADS,1,1,0,
US,CO,81101*,*,8.4000,ALAMOSA,1,1,0,
US,CO,81102*,*,8.4000,ALAMOSA,1,1,0,
US,CO,81120*,*,8.9000,ANTONITO,1,1,0,
US,CO,81121*,*,6.9000,ARBOLES,1,1,0,
US,CO,81122*,*,7.9000,BAYFIELD,1,1,0,
US,CO,81123*,*,7.9000,BLANCA,1,1,0,
US,CO,81124*,*,4.9000,CAPULIN,1,1,0,
US,CO,81125*,*,7.5000,CENTER,1,1,0,
US,CO,81126*,*,4.9000,CHAMA,1,1,0,
US,CO,81128*,*,6.9000,CHROMO,1,1,0,
US,CO,81129*,*,4.9000,CONEJOS,1,1,0,
US,CO,81130*,*,9.5000,CREEDE,1,1,0,
US,CO,81131*,*,8.9000,CRESTONE,1,1,0,
US,CO,81132*,*,7.4000,CENTER,1,1,0,
US,CO,81133*,*,4.9000,FORT GARLAND,1,1,0,
US,CO,81135*,*,5.5000,HOMELAKE,1,1,0,
US,CO,81136*,*,7.4000,CENTER,1,1,0,
US,CO,81137*,*,7.9000,IGNACIO,1,1,0,
US,CO,81138*,*,4.9000,JAROSO,1,1,0,
US,CO,81140*,*,8.4000,ALAMOSA,1,1,0,
US,CO,81141*,*,5.9000,MANASSA,1,1,0,
US,CO,81143*,*,7.4000,MOFFAT,1,1,0,
US,CO,81144*,*,8.5000,MONTE VISTA,1,1,0,
US,CO,81146*,*,5.9000,MOSCA,1,1,0,
US,CO,81147*,*,6.9000,CHIMNEY ROCK,1,1,0,
US,CO,81148*,*,5.9000,ROMEO,1,1,0,
US,CO,81149*,*,9.4000,SAGUACHE,1,1,0,
US,CO,81151*,*,5.5000,HOMELAKE,1,1,0,
US,CO,81152*,*,4.9000,GARCIA,1,1,0,
US,CO,81154*,*,7.5000,SOUTH FORK,1,1,0,
US,CO,81155*,*,5.4000,VILLA GROVE,1,1,0,
US,CO,81157*,*,6.9000,PAGOSA SPRINGS,1,1,0,
US,CO,81201*,*,5.4000,HOWARD,1,1,0,
US,CO,81210*,*,4.9000,ALMONT,1,1,0,
US,CO,81211*,*,8.1500,BUENA VISTA,1,1,0,
US,CO,81212*,*,8.4000,CANON CITY,1,1,0,
US,CO,81215*,*,8.4000,CANON CITY,1,1,0,
US,CO,81220*,*,4.6500,CIMARRON,1,1,0,
US,CO,81221*,*,5.4000,COAL CREEK,1,1,0,
US,CO,81222*,*,5.4000,COALDALE,1,1,0,
US,CO,81223*,*,5.4000,COTOPAXI,1,1,0,
US,CO,81224*,*,9.9000,CRESTED BUTTE,1,1,0,
US,CO,81225*,*,9.9000,CRESTED BUTTE,1,1,0,
US,CO,81226*,*,7.9000,FLORENCE,1,1,0,
US,CO,81227*,*,5.6500,MONARCH,1,1,0,
US,CO,81228*,*,8.1500,BUENA VISTA,1,1,0,
US,CO,81230*,*,8.9000,GUNNISON,1,1,0,
US,CO,81231*,*,8.9000,GUNNISON,1,1,0,
US,CO,81232*,*,5.4000,HILLSIDE,1,1,0,
US,CO,81233*,*,5.4000,HOWARD,1,1,0,
US,CO,81235*,*,7.9000,LAKE CITY,1,1,0,
US,CO,81236*,*,5.6500,NATHROP,1,1,0,
US,CO,81237*,*,3.9000,OHIO CITY,1,1,0,
US,CO,81239*,*,4.9000,PARLIN,1,1,0,
US,CO,81240*,*,5.4000,PENROSE,1,1,0,
US,CO,81241*,*,6.9000,PITKIN,1,1,0,
US,CO,81242*,*,7.6500,PONCHA SPRINGS,1,1,0,
US,CO,81243*,*,4.9000,POWDERHORN,1,1,0,
US,CO,81244*,*,5.4000,ROCKVALE,1,1,0,
US,CO,81248*,*,5.4000,SARGENTS,1,1,0,
US,CO,81251*,*,5.6500,GRANITE,1,1,0,
US,CO,81252*,*,7.9000,SILVER CLIFF,1,1,0,
US,CO,81253*,*,3.9000,BEULAH,1,1,0,
US,CO,81290*,*,7.9000,FLORENCE,1,1,0,
US,CO,81301*,*,8.4000,DURANGO,1,1,0,
US,CO,81302*,*,8.4000,DURANGO,1,1,0,
US,CO,81303*,*,8.4000,DURANGO,1,1,0,
US,CO,81320*,*,2.9000,CAHONE,1,1,0,
US,CO,81321*,*,7.3500,CORTEZ,1,1,0,
US,CO,81323*,*,6.8000,DOLORES,1,1,0,
US,CO,81324*,*,6.0000,DOVE CREEK,1,1,0,
US,CO,81325*,*,3.9000,EGNAR,1,1,0,
US,CO,81326*,*,4.9000,HESPERUS,1,1,0,
US,CO,81327*,*,3.3000,LEWIS,1,1,0,
US,CO,81328*,*,4.9000,HESPERUS,1,1,0,
US,CO,81329*,*,4.9000,MARVEL,1,1,0,
US,CO,81330*,*,3.3000,MESA VERDE NATIONAL PARK,1,1,0,
US,CO,81331*,*,4.5000,PLEASANT VIEW,1,1,0,
US,CO,81332*,*,8.1500,RICO,1,1,0,
US,CO,81334*,*,3.3000,TOWAOC,1,1,0,
US,CO,81335*,*,3.3000,YELLOW JACKET,1,1,0,
US,CO,81401*,*,8.5300,MONTROSE,1,1,0,
US,CO,81402*,*,8.5300,MONTROSE,1,1,0,
US,CO,81403*,*,8.5300,MONTROSE,1,1,0,
US,CO,81410*,*,6.5000,AUSTIN,1,1,0,
US,CO,81411*,*,4.6500,BEDROCK,1,1,0,
US,CO,81413*,*,8.5000,CEDAREDGE,1,1,0,
US,CO,81414*,*,6.5000,CORY,1,1,0,
US,CO,81415*,*,8.5000,CRAWFORD,1,1,0,
US,CO,81416*,*,9.5000,DELTA,1,1,0,
US,CO,81418*,*,6.5000,ECKERT,1,1,0,
US,CO,81419*,*,8.5000,HOTCHKISS,1,1,0,
US,CO,81420*,*,6.5000,LAZEAR,1,1,0,
US,CO,81422*,*,8.6500,NATURITA,1,1,0,
US,CO,81423*,*,6.9000,NORWOOD,1,1,0,
US,CO,81424*,*,8.6500,NUCLA,1,1,0,
US,CO,81425*,*,9.5000,DELTA,1,1,0,
US,CO,81426*,*,5.9000,OPHIR,1,1,0,
US,CO,81427*,*,9.4500,OURAY,1,1,0,
US,CO,81428*,*,9.5000,PAONIA,1,1,0,
US,CO,81429*,*,4.6500,PARADOX,1,1,0,
US,CO,81430*,*,4.1500,PLACERVILLE,1,1,0,
US,CO,81431*,*,4.6500,REDVALE,1,1,0,
US,CO,81432*,*,9.0500,RIDGWAY,1,1,0,
US,CO,81433*,*,10.4000,SILVERTON,1,1,0,
US,CO,81434*,*,9.5000,PAONIA,1,1,0,
US,CO,81435*,*,8.6500,MOUNTAIN VILLAGE,1,1,0,
US,CO,81501*,*,8.5200,GRAND JUNCTION,1,1,0,
US,CO,81502*,*,8.5200,GRAND JUNCTION,1,1,0,
US,CO,81503*,*,8.5200,GRAND JUNCTION,1,1,0,
US,CO,81504*,*,8.5200,GRAND JUNCTION,1,1,0,
US,CO,81505*,*,8.5200,GRAND JUNCTION,1,1,0,
US,CO,81506*,*,8.5200,GRAND JUNCTION,1,1,0,
US,CO,81507*,*,8.5200,GRAND JUNCTION,1,1,0,
US,CO,81520*,*,5.2700,CLIFTON,1,1,0,
US,CO,81521*,*,8.2700,FRUITA,1,1,0,
US,CO,81522*,*,5.2700,GATEWAY,1,1,0,
US,CO,81523*,*,5.2700,GLADE PARK,1,1,0,
US,CO,81524*,*,5.2700,LOMA,1,1,0,
US,CO,81525*,*,5.2700,MACK,1,1,0,
US,CO,81526*,*,7.2700,PALISADE,1,1,0,
US,CO,81527*,*,5.2700,WHITEWATER,1,1,0,
US,CO,81601*,*,8.6000,GLENWOOD SPRINGS,1,1,0,
US,CO,81602*,*,8.6000,GLENWOOD SPRINGS,1,1,0,
US,CO,81610*,*,7.0000,DINOSAUR,1,1,0,
US,CO,81611*,*,9.3000,ASPEN,1,1,0,
US,CO,81612*,*,9.3000,ASPEN,1,1,0,
US,CO,81615*,*,10.4000,SNOWMASS VILLAGE,1,1,0,
US,CO,81620*,*,8.9000,AVON,1,1,0,
US,CO,81621*,*,8.2000,BASALT,1,1,0,
US,CO,81623*,*,8.2000,BASALT,1,1,0,
US,CO,81624*,*,7.2700,COLLBRAN,1,1,0,
US,CO,81625*,*,8.9000,CRAIG,1,1,0,
US,CO,81626*,*,8.9000,CRAIG,1,1,0,
US,CO,81630*,*,7.2700,DE BEQUE,1,1,0,
US,CO,81631*,*,9.4000,EAGLE,1,1,0,
US,CO,81632*,*,8.4000,BACHELOR GULCH METRO DIST,1,1,0,
US,CO,81633*,*,7.0000,DINOSAUR,1,1,0,
US,CO,81635*,*,3.9000,BATTLEMENT MESA,1,1,0,
US,CO,81636*,*,3.9000,BATTLEMENT MESA,1,1,0,
US,CO,81637*,*,8.6000,GLENWOOD SPRINGS,1,1,0,
US,CO,81638*,*,4.9000,HAMILTON,1,1,0,
US,CO,81639*,*,8.9000,HAYDEN,1,1,0,
US,CO,81640*,*,4.9000,MAYBELL,1,1,0,
US,CO,81641*,*,4.9000,HAMILTON,1,1,0,
US,CO,81642*,*,6.9000,MEREDITH,1,1,0,
US,CO,81643*,*,5.2700,MESA,1,1,0,
US,CO,81645*,*,8.4000,MINTURN,1,1,0,
US,CO,81646*,*,5.2700,MOLINA,1,1,0,
US,CO,81647*,*,8.2000,NEW CASTLE,1,1,0,
US,CO,81648*,*,6.5000,RANGELY,1,1,0,
US,CO,81649*,*,7.4000,RED CLIFF,1,1,0,
US,CO,81650*,*,6.5000,MEEKER,1,1,0,
US,CO,81652*,*,6.9000,SILT,1,1,0,
US,CO,81653*,*,4.9000,SLATER,1,1,0,
US,CO,81654*,*,6.9000,SNOWMASS,1,1,0,
US,CO,81655*,*,4.9000,WOLCOTT,1,1,0,
US,CO,81656*,*,6.9000,WOODY CREEK,1,1,0,
US,CO,81657*,*,8.9000,VAIL,1,1,0,
US,CO,81658*,*,8.9000,VAIL,1,1,0,
